,Name,Rate,Reviews_num,Type,Review,By,Lat,Lng,Hotness
614,Yarra River Cruises,4.2,7,City Tours • Cultural Tours,"Wonderful Cruise, Great Crew",By Way2013,-37.8188146,144.968728,29.4
615,Melbourne International Film Festival,3.2,9,Cultural Events,,,-37.8157687,144.964442,28.8
616,Victorian Mounted Rifles Boer War Memorial,4.8,6,Monuments & Statues,Australia answered the Motherland's call to arms.,By 619jeffry,-37.8305164,144.9734319,28.8
617,Detours Melbourne,4.8,6,Cultural Tours • Historical & Heritage Tours,,,-37.816321,144.966648,28.8
618,Former Mail Exchange Building,4.1,7,Architectural Buildings,,,-37.8166846,144.9534037,28.7
619,University Square,4,7,Parks,,,-37.8012783,144.9603231,28
620,SportsHosts,4,7,City Tours,,,-37.8084139,144.9640061,28
621,Mendoza's Social Club,4,7,Bars & Clubs • Dance Clubs & Discos,,,-37.817527,144.963791,28
622,Geddes Lounge,4,7,Bars & Clubs,,,-37.8190849,144.9573974,28
623,Incinerator Gallery,4.6,6,Art Galleries • History Museums,,,-37.764557,144.9033677,27.6
624,The Ian Potter Foundation Children’s Garden,4.6,6,Parks • Other Nature & Parks,,,-37.830516,144.9760716,27.6
625,The LuWow,4.6,6,Bars & Clubs,,,-37.8140243,144.9672661,27.6
626,New Guernica,3.9,7,Bars & Clubs • Dance Clubs & Discos,,,-37.8149219,144.9640327,27.3
627,Presgrave Place,4.5,6,Points of Interest & Landmarks • Scenic Walking Areas,If you love  Melbourne street art!!,By lkamphuis,-37.814972,144.9656695,27
628,Wardlow,4.5,6,Historic Sites • Points of Interest & Landmarks,,,-37.793785,144.956586,27
629,La Mama Theatre,4.5,6,Theatres,,,-37.7989191,144.967702,27
630,Melbourne Visitor Hub at Town Hall,4.5,6,Visitor Centres,The Melbourne Visitors Centre is no longer at Federation Square.,By 619jeffry,-37.814527,144.9663348,27
631,Elsternwick Park South,4.5,6,Parks,,,-37.8899345,144.993631,27
632,VoiceMap Melbourne,4.5,6,City Tours • Cultural Tours,,,-37.8179789,144.9690576,27
633,Dinosaur Designs,4.5,6,Speciality & Gift Shops,,,-37.8132404,144.9630104,27
634,St Thomas Aquinas' Church,4.4,6,Religious Sites • Churches & Cathedrals,,,-37.835128,144.9770411,26.4
635,Shanghai Club Pokies,3.7,7,Bars & Clubs,,,-37.8122876,144.965688,25.9
636,Docklands Park,4.3,6,Parks,,,-37.8198736,144.9464617,25.8
637,Fish On Charters,4.3,6,Fishing Charters & Tours,,,-37.8635291,144.966067,25.8
638,Coopers Inn,4.2,6,Bars & Clubs,,,-37.8091613,144.9694455,25.2
639,Glow Golf,3.6,7,Game & Entertainment Centres,,,-37.8127899,144.9373328,25.2
640,EastLink Trail,5,5,Biking Trails,,,-37.8137641,145.213319,25
641,Old Safety Deposit Building,5,5,Historic Sites • Points of Interest & Landmarks,,,-37.8164225,144.9615471,25
642,The Rattler Pole,5,5,Points of Interest & Landmarks,,,-37.8209353,144.9547938,25
643,Niddrie Library,4.1,6,Libraries,"Of course, the Library still has books, newspapers, DVDs and activities for the ankle biters -- it's a change of dire...",By 619jeffry,-37.7360889,144.8889722,24.6
644,College of Surgeons' Museum and Art Gallery,4.9,5,Speciality Museums,,,-37.8002971,144.9647483,24.5
645,Sikh temple Blackburn,4.9,5,Points of Interest & Landmarks,,,-37.8159143,145.152851,24.5
646,Former Melbourne Magistrates Court,3,8,Architectural Buildings • Government Buildings,,,-37.8133558,144.9568329,24
647,D'Albora Marinas,4,6,Marinas,,,-37.8239118,144.9069795,24
648,Light House,3,8,Architectural Buildings,,,-37.8083541,144.9607273,24
649,The Driver and Wipers Memorial,4,6,Monuments & Statues,"""Wipers"" was the way Australian and British servicemen pronounced ""Ypres"" during World War One.",By ET3121,-37.8294792,144.9738744,24
650,Kensington Railway Station,4,6,Historic Sites • Points of Interest & Landmarks,,,-37.7939411,144.9306625,24
651,NVG Australia,4.7,5,Art Galleries,You will come away from viewing this exhibition with some different perspectives on the power of photography.,By Jools850,-37.8225942,144.9689278,23.5
652,Crown Cabs,2.6,9,Taxis & Shuttles,,,-37.687815,144.875516,23.4
653,Kerferd Rd Pier,4.6,5,Piers & Boardwalks,,,-37.849163,144.9512481,23
654,FortyFiveDownstairs,4.6,5,Art Galleries • Art Museums,,,-37.8149136,144.9731083,23
655,Melbourne Australia Street Art,4.6,5,Points of Interest & Landmarks,,,-37.8098492,144.9513263,23
656,Innerverse Float Centre,4.6,5,Spas,,,-37.82925,144.9586459,23
657,Queens Bridge,4.6,5,Bridges,,,-37.8204972,144.9613012,23
658,Massage Ministry,4.6,5,Spas,,,-37.863228,145.027974,23
659,Peterpans Adventure Travel,4.6,5,City Tours • Multi-day Tours,East Coast Brisbane to Cairns Tour wit Peterpans,By 851_slo,-37.8085074,144.96029,23
660,Cruikshank Park,4.5,5,Parks • Playgrounds,,,-37.8144444,144.8741667,22.5
661,Mary Mackillop Heritage Centre,4.5,5,History Museums,,,-37.80963,144.9793277,22.5
662,City Watch House,4.5,5,Architectural Buildings • Government Buildings,,,-37.807832,144.9653171,22.5
663,Holey Moley Golf Club Crown Melbourne,4.5,5,Miniature Golf,,,-37.8243964,144.9573887,22.5
664,Circus Bar,3.7,6,Bars & Clubs • Gay Bars,,,-37.8465884,144.9930687,22.2
665,Reader's Feast Bookstore,3.7,6,Speciality & Gift Shops,,,-37.8166589,144.9582181,22.2
666,Clique Bar,3.7,6,Bars & Clubs,,,-37.819569,144.957467,22.2
667,RMIT Gallery,4.4,5,Art Galleries • Speciality Museums,,,-37.8090365,144.9639673,22
668,Francis Ormond Building,4.4,5,Architectural Buildings,Eventually it became the Royal Melbourne Institute of Technology (RMIT) and it is now RMIT University.,By 619jeffry,-37.8091168,144.9648907,22
669,Surrey Park,4.4,5,Parks,,,-37.8253937,145.1174011,22
670,Buluk Park,4.4,5,Parks • Playgrounds,,,-37.8204202,144.9406547,22
671,King Street Warehouses,4.4,5,Architectural Buildings,,,-37.8165304,144.9561392,22
672,Bunjil Way Playground,4.3,5,Playgrounds,,,-37.7796092,144.9397124,21.5
673,Hardy Gallagher Reserve,4.3,5,Parks • Playgrounds,,,-37.779627,144.965425,21.5
674,The Owl and Cat Theatre,4.3,5,Theatres,,,-37.8249653,144.9902872,21.5
675,Pulo Pool Parlour,4.3,5,Game & Entertainment Centres,,,-37.8183333,144.9561111,21.5
676,Banana Alley Vaults,3.5,6,Architectural Buildings,,,-37.8198039,144.9622564,21
677,Kensington Town Hall,4.2,5,Architectural Buildings • Government Buildings,,,-37.7894379,144.9287197,21
678,Mon Bijou Sunday Sessions,4.2,5,Bars & Clubs,,,-37.8165048,144.968479,21
679,Hush Bar,2.1,10,Bars & Clubs,,,-37.810727,144.9632889,21
680,Sugar Station,4.1,5,Points of Interest & Landmarks,,,-37.8181858,144.9674698,20.5
681,Centreway Arcade,4.1,5,Shopping Malls,,,-37.8160656,144.965325,20.5
682,Bridie O'Reillys,4.1,5,Bars & Clubs,,,-37.843584,144.995101,20.5
683,Hoyts Cinema,4.1,5,Cinemas,,,-37.8102283,144.9627668,20.5
684,Enterprize Park,4,5,Parks,,,-37.819745,144.9607534,20
685,Sturt Street Reserve,4,5,Parks,,,-37.8299335,144.9649282,20
686,Uniting Church Gospel Hall Melbourne,5,4,Historic Sites • Churches & Cathedrals,,,-37.811972,144.966738,20
687,Former Bank Of Australasia,4,5,Architectural Buildings,,,-37.81668,144.96104,20
688,History of Transport Mural,5,4,Points of Interest & Landmarks,,,-37.8209353,144.9547938,20
689,Harley House,5,4,Points of Interest & Landmarks • Architectural Buildings,,,-37.8143399,144.9713803,20
690,Authentic Melbourne Tours,5,4,Cultural Tours • Historical & Heritage Tours,,,-37.8110732,144.9647043,20
691,Night Crawlers,5,4,"Bar, Club & Pub Tours",,,-37.905022,144.660106,20
692,Tote Park,5,4,Points of Interest & Landmarks • Monuments & Statues,,,-37.7665618,144.9274623,20
693,Top Nosh Tours,5,4,Walking Tours • Food Tours,,,-37.9145479,145.127492,20
694,My Chauffeur Melbourne,5,4,Taxis & Shuttles,,,-37.8412693,144.9765154,20
695,Suki McMaster,5,4,Speciality & Gift Shops,,,-37.8317026,144.9618504,20
696,Henry Street Brewhouse,4.9,4,Breweries,,,-37.7980191,144.934435,19.6
697,Weary Dunlop Monument,4.9,4,Monuments & Statues,,,-37.825236,144.9713537,19.6
698,True Blue Tours,4.9,4,Sightseeing Tours,,,-37.7658506,144.9219142,19.6
699,Medical History Museum,3.9,5,Speciality Museums,,,-37.799059,144.9593962,19.5
700,Melbourne International Animation Festival,3.2,6,Cultural Events,,,-37.8157687,144.964442,19.2
701,The Australian Turkish Friendship Memorial,4.8,4,Monuments & Statues,,,-37.8283175,144.9739377,19.2
702,Sir Thomas Blamey Statue,4.8,4,Monuments & Statues,,,-37.8264092,144.9728326,19.2
703,All Star Comics,4.8,4,Speciality & Gift Shops,,,-37.8175522,144.9615493,19.2
704,City Parks Walking Tour,4.8,4,Walking Tours,,,-37.8097472,144.9654858,19.2
705,former Police Station - Bourke Street West,2.7,7,Architectural Buildings • Government Buildings,It is constructed of face red brick on bluestone footings with Waurn Ponds limestone dressings.,By petermY2777LY,-37.8139094,144.9514926,18.9
706,True Secrets Melbourne,2.1,9,Sightseeing Tours,,,-37.817739,144.9635498,18.9
707,Silver K Gallery,4.7,4,Art Galleries,,,-37.8559802,145.023579,18.8
708,The Famous Spiegeltent,4.6,4,Theatres,,,-37.7994038,144.9866927,18.4
709,Curtain Square,4.6,4,Parks • Playgrounds,,,-37.7893717,144.9731269,18.4
710,Christ Church Essendon,4.6,4,Churches & Cathedrals,"Christ Church also has a well-stocked Op Shop, which is popular with locals.",By 619jeffry,-37.7467848,144.9122791,18.4
711,Fearless Girl,4.6,4,Points of Interest & Landmarks • Monuments & Statues,,,40.7067576,-74.0108471,18.4
712,King George V Monument,4.6,4,Monuments & Statues,,,-37.8242806,144.973175,18.4
713,The Confident Camper,4.6,4,Private Tours • Nature & Wildlife Tours,,,-37.6549666,144.9582151,18.4
714,Troika Bar,4.6,4,Bars & Clubs,,,-37.8091667,144.9686111,18.4
715,Olympic Park Oval,4.5,4,Arenas & Stadiums,,,-37.8248139,144.9813412,18
716,Jack's Magazine,4.5,4,Historic Sites,,,-37.7821578,144.8952377,18
717,Newspaper House Mosaic,4.5,4,Architectural Buildings,,,-37.8159587,144.9656832,18
718,St Joseph's Church,4.5,4,Churches & Cathedrals,,,-37.8401493,144.9366566,18
719,Anzac House,4.5,4,Points of Interest & Landmarks • Architectural Buildings,"Anzac House, which is the HQ of the RSL's Victorian Branch, reflects the high status of the RSL in the Australian com...",By 619jeffry,-37.8131176,144.9734241,18
720,Body Retreat,4.5,4,Spas,,,-37.791438,144.975741,18
721,Legacy Garden Of Appreciation,4.5,4,Gardens,,,-37.830257,144.9743887,18
722,Melbourne Sidecar Motorcycle Trips,4.5,4,Motorcycle Tours,,,-37.853785,145.107411,18
723,Max Watts,4.5,4,Bars & Clubs • Blues Bars,"At the door we discovered the added bonus of 1980s Melbourne band Little Murders, who put on a fine support act.",By DavidL174,-37.8147497,144.9660551,18
724,Ross House,4.4,4,Architectural Buildings,,,-37.8167993,144.9660896,17.6
725,Juke's Karaoke,4.4,4,Karaoke Bars,This place is so much fun if you like to sing and dance.,By Jakarta01,-37.8250053,144.9582371,17.6
726,Sweet Sensations Dessert Tours,4.4,4,City Tours • Walking Tours,,,-37.8157993,144.9646657,17.6
727,Ikon Park,4.3,4,Arenas & Stadiums,Carlton plays in the Australian Football League (AFL).,By 619jeffry,-37.7835964,144.960585,17.2
728,The Tea House,4.3,4,Architectural Buildings,,,-37.811045,144.968905,17.2
729,General Sir John Monash Statue,4.3,4,Monuments & Statues,,,-37.8267763,144.9727834,17.2
730,Sir Redmond Barry Statue,4.3,4,Monuments & Statues,"Barry, apart from all his other public activities, was founder of the State Library of Victoria and first Chancellor...",By 619jeffry,-37.8100208,144.9643817,17.2
731,The Spa at Sheraton Melbourne,4.3,4,Spas,,,-37.8127931,144.9726772,17.2
732,Intrepid,4.3,4,Multi-day Tours • Cultural Tours,"The cycle was very well supported by a bus, and a mechanic/ group rear leader.",By Alanpm,-37.8191273,144.9556196,17.2
733,Cheap Tours Melbourne,4.3,4,City Tours • Shopping Tours,,,-37.8186208,144.9627158,17.2
734,Dikstein's Corner Bar,4.3,4,Bars & Clubs,,,-37.816313,144.960337,17.2
735,Mailbox Art Space,4.2,4,Art Galleries,,,-37.8157842,144.9698328,16.8
736,Vigorous Thai Massage,4.2,4,Spas,,,-37.8127815,144.9687142,16.8
737,Run Around Melbourne,4.2,4,Running Tours,,,-37.8144915,144.96074,16.8
738,Alma Doepel,4.2,4,Historical & Heritage Tours,,,-37.8193453,144.9356227,16.8
739,Collins Quarter,4.1,4,Bars & Clubs,,,-37.8140561,144.9706371,16.4
740,Former Police Offices,2.7,6,Historic Sites • Points of Interest & Landmarks,,,-37.8126163,144.9671638,16.2
741,Majorca Building,4,4,Points of Interest & Landmarks • Architectural Buildings,,,-37.8164,144.9666,16
742,Bayswater Road Park,4,4,Parks • Playgrounds,,,-37.7938323,144.9235913,16
743,The Man with the Donkey,4,4,Monuments & Statues,,,-37.8298314,144.9739552,16
744,Victoria Harbour,4,4,Marinas,,,-37.8197996,144.9408487,16
745,Inner Circle Railway Linear Park,4,4,Parks • Playgrounds,,,-37.7801007,144.977597,16
746,Sandridge Trail,4,4,Biking Trails,,,-37.8413083,144.9325777,16
747,The Trust,4,4,Bars & Clubs,,,-37.8185423,144.9604277,16
748,former AMP Headquarters building,3.8,4,Architectural Buildings,,,-37.8202391,144.9512539,15.2
749,Romanian Orthodox Church,5,3,Churches & Cathedrals,,,-37.805335,144.966991,15
750,Parkville War Memorial,5,3,Points of Interest & Landmarks • Monuments & Statues,,,-37.7915465,144.9581099,15
751,Hochgurtel Fountain,5,3,Fountains,Located outside the Royal Exhibition Building the Hochgurtel's fountain is the largest and most elaborate fountain in...,By ET3121,-37.8054453,144.9713865,15
752,BagBoyz Luggage Storage Melbourne,5,3,Taxis & Shuttles • Self-Guided Tours & Rentals,,,-37.8179966,144.9553841,15
753,Be Marsupial,5,3,Speciality & Gift Shops,It is worth a visit if you are looking for special souvenirs or gifts of Australia,By viceversa_alreves,-37.8819876,144.9820188,15
754,TrekFit Australia,5,3,Multi-day Tours • Hiking & Camping Tours,,,45.4160055,-73.2810617,15
755,Phillip Island Paradise Adventure,5,3,Sightseeing Tours • Nature & Wildlife Tours,,,-38.4514363,145.2395684,15
756,The White Room Interiors,5,3,Shopping Tours,,,-37.720085,144.941186,15
757,Family Of Man Statue,5,3,Points of Interest & Landmarks • Monuments & Statues,,,-37.8209797,144.9685724,15
758,Bianca's tour,5,3,Private Tours • Food Tours,,,-37.816875,144.957095,15
759,Melbourne Bus Charters,5,3,Bus Services • Private Tours,,,-37.849286,144.86201,15
760,Experience Footy,5,3,Sightseeing Tours,,,-37.820845,144.982335,15
761,Victoria Emergency Services Memorial,5,3,Monuments & Statues,,,-37.8137428,144.9766558,15
762,iChauffeur Australia,5,3,City Tours • Private Tours,,,-37.7911935,144.935804,15
763,Temple Court building,3.7,4,Architectural Buildings,,,-37.8169445,144.960059,14.8
764,Sacred Heart Catholic Church,3.7,4,Points of Interest & Landmarks • Churches & Cathedrals,,,-37.8028064,144.9691185,14.8
765,I Love Travel,4.9,3,Multi-day Tours • Taxis & Shuttles,,,-37.8193792,145.1746414,14.7
766,Intone Photography,4.8,3,Art Galleries,,,-37.8074058,144.9571012,14.4
767,Bridget McDonnell Gallery,4.8,3,Art Galleries,,,-37.7988393,144.9704598,14.4
768,Nurse Edith Cavell Memorial,4.8,3,Monuments & Statues,,,-37.8280765,144.9737469,14.4
769,Keith Miller Statue,4.8,3,Monuments & Statues,,,-37.8305164,144.9734319,14.4
770,Bill Ponsford statue,4.8,3,Monuments & Statues,,,-37.8305164,144.9734319,14.4
771,The Grotto,4.8,3,Caverns & Caves • Gardens,,,-37.8254812,144.977085,14.4
772,HD Cars Australia,4.8,3,City Tours • Multi-day Tours,,,-37.811564,144.961365,14.4
773,Melbourne Star Chauffeured Cars,4.8,3,Taxis & Shuttles,A big thank you for the great service from your company.,By seamuso964,-37.85514,144.857113,14.4
774,Walker Fountain,4.8,3,Fountains,,,-37.8235548,144.9708569,14.4
775,Tipsy Lips,4.8,3,Wine Tours & Tastings ,,,-37.8353147,144.945079,14.4
776,Melbourne Airport Maxi Cab,4.8,3,Taxis & Shuttles,,,-37.816321,144.966648,14.4
777,Taxi Maxi Melbourne,4.8,3,Taxis & Shuttles,,,-37.8145306,144.9573531,14.4
778,Bonsai Farm,4.7,3,Gardens,,,-37.815481,145.021385,14.1
779,University of Melbourne Law School and Old Quadrangle Buildings,4.7,3,Architectural Buildings,,,-37.7974868,144.9610222,14.1
780,Blindside Gallery,4.7,3,Points of Interest & Landmarks,,,-37.8166672,144.966994,14.1
781,Australian Hellenic Memorial,4.7,3,Monuments & Statues,,,-37.8274749,144.9731138,14.1
782,Misadventure In Little Lon,4.7,3,Scavenger Hunts • Cultural Tours,,,-37.8088632,144.9710149,14.1
783,Alice's Bookshop,4.7,3,Speciality & Gift Shops,,,-37.7468633,145.0126529,14.1
784,Pleasure Boat Cruises,3.5,4,Boat Tours,,,-37.8152055,144.9423627,14
785,The Neff Market Kitchen,2.8,5,Cooking Classes,,,-37.8322066,144.9571848,14
786,City of Melbourne building,2.3,6,Architectural Buildings • Government Buildings,,,-37.8145796,144.9666044,13.8
787,The Capitol Cinema and Capitol House,4.6,3,Architectural Buildings,Seating was very comfortable for the session.,By Shihoko,-37.8149747,144.9658948,13.8
788,Airlie Conference Centre,4.6,3,Convention Centres,,,-37.8344433,144.9868978,13.8
789,BOYD CENTRE MELBOURNE VIC,4.6,3,Points of Interest & Landmarks,,,-37.8256372,144.9610266,13.8
790,Reptile Party,4.6,3,Zoos,,,-37.812368,144.961262,13.8
791,Chemistry Building of Melbourne University,4.6,3,Architectural Buildings,,,-37.7977437,144.9621909,13.8
792,Queen Victoria Memorial,4.6,3,Monuments & Statues,,,-37.8218281,144.9724701,13.8
793,Souvenirs Direct,4.6,3,Speciality & Gift Shops,,,-37.8144577,144.9379777,13.8
794,Craft Victoria,4.6,3,Speciality & Gift Shops • Art Galleries,,,-37.8158241,144.9682385,13.8
795,Miss Fox,4.6,3,Spas,,,-37.8148544,144.9650806,13.8
796,Park Club Health & Day Spa,4.6,3,Spas,,,35.6854269,139.6908388,13.8
797,Arden Street Oval,4.5,3,Arenas & Stadiums,,,-37.8000558,144.9415971,13.5
798,Gourmet Safaris,4.5,3,Food Tours,,,-37.9226863,144.6672338,13.5
799,Tavistock House,4.5,3,Points of Interest & Landmarks • Architectural Buildings,,,-37.8182244,144.9613757,13.5
800,Meyers Place Bar,4.5,3,Bars & Clubs,,,-37.811328,144.9711498,13.5
801,Saint George And The Dragon,4.5,3,Historic Sites • Points of Interest & Landmarks,,,-37.8098591,144.9644605,13.5
802,The TAN Track Melbourne,4.5,3,Jogging Paths & Tracks,,,-37.8287687,144.9841863,13.5
803,OTC retro clothing and collectables,4.5,3,Speciality & Gift Shops,,,-37.817574,144.966469,13.5
804,Relative Therapies,4.5,3,Spas,,,-37.8360375,144.962176,13.5
805,Zen Gaming Lounge,4.4,3,Game & Entertainment Centres,,,-37.826399,144.95915,13.2
806,Kepler Tours,4.4,3,Multi-day Tours • Private Tours,,,-37.814725,144.9659023,13.2
807,Tally Health,4.4,3,Health Clubs • Spas,,,-37.815707,144.897389,13.2
808,Rod's Fruit and Vegetables,4.4,3,Speciality & Gift Shops,,,-37.8327228,144.9565414,13.2
809,House of Maximon,4.4,3,Bars & Clubs,,,-37.8111396,144.9684018,13.2
810,North Melbourne Railway Station,3.3,4,Architectural Buildings,,,-37.8063098,144.9415102,13.2
811,Hi-Fi Bar & Ballroom,3.3,4,Bars & Clubs • Dance Clubs & Discos,,,35.682201,139.626697,13.2
812,Lagoon Reserve,4.3,3,Parks,,,-37.8411111,144.9441667,12.9
813,Day Tours,4.3,3,Sightseeing Tours • Food Tours,,,-37.8170124,144.970065,12.9
814,Australian National Academy of Music,4.3,3,Theatre & Performances,,,-37.802647,145.003044,12.9
815,Joan Of Arc Statue,4.3,3,Points of Interest & Landmarks • Monuments & Statues,,,-37.8101001,144.9645509,12.9
816,Lumia,4.3,3,Bars & Clubs,,,-37.824499,144.9571236,12.9
817,Harmony Massage,4.3,3,Spas,,,-37.814144,144.965614,12.9
818,Salt Water Lake,4.2,3,Bodies of Water,,,-37.8322584,144.9102316,12.6
819,State Netball and Hockey Centre,4.2,3,Sports Complexes,,,-37.7852815,144.9476719,12.6
820,The Hub at Docklands,4.2,3,Civic Centres,,,-37.819587,144.947171,12.6
821,Melbourne Showgrounds,4.2,3,Convention Centres,,,-37.782257,144.9149322,12.6
822,Former Records Office,4.2,3,Historic Sites • Architectural Buildings,,,-37.7973595,144.9414547,12.6
823,Marquis of Linlithgow Monument,4.2,3,Points of Interest & Landmarks • Monuments & Statues,,,-37.8267058,144.9719013,12.6
824,Macpherson Robertson Fountain,4.2,3,Fountains,,,-37.8323656,144.9729414,12.6
825,Wtc North Wharf,4.2,3,Shopping Malls,,,-37.8226739,144.953839,12.6
826,Cupcake & Dessert Walking Tour,4.2,3,Walking Tours • Food Tours,,,35.6402135,139.7382679,12.6
827,Le Beau Monde,4.2,3,Health Clubs • Spas,,,-37.8133087,144.9611396,12.6
828,Debney's Park,4.1,3,Parks • Playgrounds,,,-37.7858333,144.9369444,12.3
829,former John Darling Warehouse,4.1,3,Architectural Buildings,,,-37.7775966,144.8238266,12.3
830,Monument Park,4.1,3,Parks,,,-37.8143061,144.9430658,12.3
831,The Dax Centre,4.1,3,Art Galleries • Art Museums,,,-37.7980827,144.9588308,12.3
832,Crocs play Centre,4.1,3,Game & Entertainment Centres,,,-37.7843342,144.7736088,12.3
833,Gordon House,3,4,Architectural Buildings,,,-37.8105037,144.9714896,12
834,Former Titles Office,3,4,Architectural Buildings,,,-37.8198356,144.9518339,12
835,Macarthur Square,4,3,Parks,,,-37.7983162,144.9715954,12
836,Hillcrest Reserve,4,3,Nature & Wildlife Areas,,,-37.8003376,145.2017569,12
837,Kevin Bartlett Statue,4,3,Monuments & Statues,,,-37.8320662,145.0249712,12
838,Chipmunks Playland & Cafe,4,3,Game & Entertainment Centres,,,-33.8006521,150.926697,12
839,Sun Yat-sen Statue,3,4,Historic Sites • Points of Interest & Landmarks,"The Xinhai Revolution (1911) overthrew 5,000 years of imperial rule.",By 619jeffry,-37.811133,144.9693119,12
840,Habitat Filter,4,3,Nature & Wildlife Areas • Gardens,,,-37.8275251,144.9652936,12
841,Scarred Tree,4,3,Points of Interest & Landmarks,,,-37.8148507,144.9805907,12
842,Players on Lygon,3.9,3,Casinos,,,-37.8024194,144.9669369,11.7
843,former Western House,3.9,3,Architectural Buildings,,,34.630218,135.0362105,11.7
844,Former London Stores,3.8,3,Architectural Buildings,,,-37.807622,144.9599193,11.4
845,Sir Donald Bradman Statue,3.7,3,Monuments & Statues,,,-37.8205661,144.9849864,11.1
846,Rooftop@Niagara,3.6,3,Bars & Clubs,,,-37.812832,144.961191,10.8
847,ANZAC Gardens,3.5,3,Parks,,,-37.8382348,144.9582582,10.5
848,Yarrunga Reserve,3.5,3,Nature & Wildlife Areas • Parks,,,-37.7749225,145.2697828,10.5
849,Ievers Reserve,3.5,3,Parks • Playgrounds,,,-37.7963707,144.9527518,10.5
850,Hoddle Bridge,3.5,3,Points of Interest & Landmarks,,,-37.8295613,144.9879472,10.5
851,Little Red Pocket,3.5,3,Bars & Clubs,,,-37.8160881,144.9603841,10.5
852,Vault,3.4,3,Points of Interest & Landmarks,,,-37.8170464,144.9590703,10.2
853,Janet Clarke Hall,5,2,Universities & Schools • Architectural Buildings,,,-37.793965,144.958966,10
854,Shelter Of Peace - Malta War Memorial,5,2,Monuments & Statues,,,-37.8287123,144.9740913,10
855,Fitzroy-Brisbane Lions Historical Society,5,2,Points of Interest & Landmarks,,,-37.8174083,144.9479942,10
856,The Cobbers Statue,5,2,Historic Sites • Points of Interest & Landmarks,,,-37.8322394,144.9725022,10
857,The Road Trip Australia,5,2,Multi-day Tours • Private Tours,The packet they provided was full of good information and allowed me to maximize the time that I had to tour.,By R1098KSelizabethb,-37.8170671,144.9597254,10
858,Emperor Chauffeur Services,5,2,Taxis & Shuttles,,,-37.5942381,144.9417478,10
859,The Local Rider Melbourne,5,2,Bike Tours,,,-37.8323191,144.9707132,10
860,Robertson Street Reserve,5,2,Parks • Playgrounds,,,-37.7931672,144.9324215,10
861,Crafty Brew Tours,5,2,Beer Tastings & Tours,,,-37.8110732,144.9647043,10
862,Melbournestyle,5,2,Speciality & Gift Shops,,,-37.8291099,144.9589924,10
863,Daniel O'connell Statue,5,2,Points of Interest & Landmarks • Religious Sites,,,-37.8099227,144.9759722,10
864,Delightful Travel,5,2,Multi-day Tours • Taxis & Shuttles,,,-37.8198822,145.1239898,10
865,Matrix Cabs: Melbourne & Mornington Peninsula,5,2,Taxis & Shuttles,,,-38.1241892,145.3331057,10
866,Adventures Beyond,5,2,Other Outdoor Activities,,,-37.8049012,144.9880182,10
867,Hawthorn Malvern Yoga Centre,5,2,Yoga & Pilates,,,-37.8450686,145.0385286,10
868,Tea House Thai Massage & Beauty,3.3,3,Spas,,,-37.8248853,144.9563356,9.9
869,Society Restaurant,4.9,2,Architectural Buildings,,,-37.8151341,144.9548706,9.8
870,Albanian Sakie Islamic Society and Mosque,4.9,2,Religious Sites,,,-37.9941969,145.2084661,9.8
871,Cashmere Cat Cafe,4.9,2,Zoos,,,-37.8122382,144.9616462,9.8
872,Urban Chauffeur Cars,4.9,2,Taxis & Shuttles,Driver was very polite and the drive was smooth.,By SejlaKr,-38.023475,145.300986,9.8
873,Former College Church,4.8,2,Churches & Cathedrals,,,-37.7954305,144.9589035,9.6
874,Paris Argentina,4.8,2,Shopping Malls,,,-37.8152189,144.9643509,9.6
875,Flowerale Winery,4.8,2,Wineries & Vineyards,,,-37.8137283,144.9702871,9.6
876,War Horses Memorial,4.8,2,Monuments & Statues,,,-37.8305164,144.9734319,9.6
877,MANIAX Axe Throwing,4.8,2,Game & Entertainment Centres,,,-37.806351,144.99313,9.6
878,We Chauffeur Melbourne,4.8,2,Taxis & Shuttles,,,-37.85514,144.857113,9.6
879,The Nook at Flinders,4.8,2,Speciality & Gift Shops,,,-38.473688,145.017379,9.6
880,The Victoria Gallery,4.7,2,Art Galleries,,,-37.8225942,144.9689278,9.4
881,Greenbus,3.1,3,Bus Services • Taxis & Shuttles,,,-37.8183719,144.9531189,9.3
882,Clayton Reserve,4.6,2,Parks,,,-37.7963584,144.9391159,9.2
883,RMIT Building 13 Emily McPherson College,4.6,2,Historic Sites,,,-37.8073212,144.9652125,9.2
884,Forecast Hairdressing,4.6,2,Shopping Malls,,,-37.8146669,144.9636205,9.2
885,Amara Wellness Centre,4.6,2,Spas,,,-37.7630506,144.9626829,9.2
886,Essie,4.6,2,Bars & Clubs • Wine Bars,There is an excellent choice of wine with the bottles displayed on an easily accessible wall - perfect for browsing.,By B9036GCmichaelh,-37.8652852,145.0289795,9.2
887,Yarra Tours,4.6,2,Taxis & Shuttles,,,-37.8162845,144.8985109,9.2
888,Great Ocean Road Paradise Adventure,4.6,2,Eco Tours • Sightseeing Tours,,,-37.8185746,144.9627257,9.2
889,A1skin and Spa,4.6,2,Spas,,,-37.830421,144.9598499,9.2
890,The Rubber Chicken,4.6,2,Bars & Clubs • Comedy Clubs,There was a free stand up comedy show.,By Timoalm579,-37.8347687,144.9639086,9.2
891,Club Voltaire,4.5,2,Theatres,,,-37.804247,144.950121,9
